userID, artistID,#plays
2214,375660,791
2214,388395,2362
2214,404389,511
2214,411043,843
2214,423467,307
2214,431458,2271
2214,443361,338
2214,477818,850
2214,486618,331
2214,532702,378
2214,543696,224
2214,547021,236
2214,584795,6030
2214,589376,264
2214,598401,541
2214,639470,202
2214,662640,207
2214,682249,3015
2214,747212,268
2214,764556,1448
2214,765879,288
2214,784942,3993
2214,794609,308
2214,833154,214
2214,833525,231
2214,843787,912
2214,872700,700
2214,879664,243
2214,882156,203
2214,896302,315
2214,935119,234
2214,935197,406
2214,980002,207
3028,12957,377
3028,31115,349
3028,108850,396
3028,136926,238
3028,200991,205
3028,210488,860
3028,213686,346
3028,241516,356
3028,252161,435
3028,269254,306
3028,279772,386
3028,291961,283
3028,306119,374
3028,325249,307
3028,347856,573
3028,361066,465
3028,377424,325
3028,389916,494
3028,397288,295
3028,402117,296
3028,419225,287
3028,431458,264
3028,449985,2206
3028,473976,890
3028,533448,420
3028,539390,275
3028,547257,248
3028,585516,224
3028,612434,206
3028,628744,303
3028,643469,386
3028,657701,372
3028,704911,292
3028,709862,2002
3028,724797,233
3028,726859,245
3028,729439,532
3028,737471,480
3028,760241,415
3028,807064,253
3028,870286,421
3028,871307,241
3028,890020,633
3028,946387,262
3028,968715,498
3028,976227,266
3859,7517,521
3859,24943,965
3859,68447,297
3859,101963,261
3859,115227,312
3859,127836,182
3859,127881,190
3859,139288,156
3859,151353,198
3859,154816,2139
3859,217505,2465
3859,233335,299
3859,241279,173
3859,248173,747
3859,259017,1171
3859,261372,534
3859,291961,245
3859,359220,200
3859,389916,397
3859,392124,173
3859,403789,155
3859,426940,550
3859,449985,340
3859,454473,208
3859,514584,381
3859,518677,436
3859,531756,482
3859,539390,196
3859,550395,172
3859,553991,216
3859,569720,220
3859,617265,397
3859,627590,191
3859,628303,172
3859,670667,778
3859,684848,420
3859,684965,325
3859,690491,376
3859,697730,188
3859,709862,232
3859,725344,175
3859,855593,596
3859,858686,517
3859,906990,1139
3859,992990,537
5334,80347,20
5334,82152,900
5334,106389,29
5334,119936,28
5334,130631,24
5334,168316,20
5334,182626,31
5334,215059,55
5334,271941,1327
5334,297477,39
5334,309152,33
5334,315749,80
5334,370362,157
5334,412847,56
5334,431458,19
5334,443598,25
5334,459951,95
5334,516912,37
5334,517903,40
5334,525050,33
5334,565896,41
5334,566254,34
5334,641552,19
5334,646564,68
5334,702123,41
5334,706679,154
5334,707812,48
5334,709862,79
5334,732209,44
5334,733179,28
5334,802563,21
5334,804880,67
5334,834530,20
5334,836797,20
5334,890020,263
5334,900329,18
5334,916809,44
5334,922738,26
5334,944806,32
5334,975521,20
5334,977444,33
5334,986710,57
5545,44000,652
5545,58415,95
5545,67461,306
5545,108850,83
5545,142092,709
5545,144033,184
5545,166193,97
5545,202965,92
5545,225850,123
5545,282641,343
5545,317675,91
5545,330624,110
5545,347856,1195
5545,370362,166
5545,390392,100
5545,408570,224
5545,418232,448
5545,431458,1682
5545,443297,186
5545,461826,162
5545,462202,369
5545,466813,149
5545,493286,89
5545,517903,235
5545,571391,402
5545,576694,1667
5545,618647,529
5545,638467,128
5545,661517,83
5545,664230,102
5545,706679,6825
5545,707812,288
5545,709862,1208
5545,745471,133
5545,763554,142
5545,765879,704
5545,797272,6713
5545,823926,109
5545,834530,2201
5545,866849,102
5545,878440,1095
5545,902327,359
5795,5174,176
5795,22989,66
5795,55518,316
5795,61577,109
5795,72829,125
5795,80275,178
5795,132025,132
5795,149372,112
5795,151863,118
5795,172516,73
5795,189721,116
5795,219307,121
5795,243534,90
5795,289825,95
5795,310699,85
5795,317947,96
5795,360671,698
5795,412538,285
5795,449985,100
5795,462202,87
5795,488324,73
5795,498515,109
5795,499464,221
5795,514584,74
5795,565452,96
5795,598401,66
5795,601564,79
5795,634974,93
5795,641702,105
5795,657920,251
5795,662830,94
5795,684965,170
5795,685279,74
5795,707812,148
5795,729439,263
5795,733319,139
5795,753138,78
5795,775035,121
5795,783127,95
5795,795278,135
5795,795385,80
5795,810236,137
5795,815033,125
5795,824917,78
5795,836797,163
5795,947937,73
5795,986679,121
6135,593133,10
7848,10905,1135
7848,21057,375
7848,28480,493
7848,31115,1284
7848,38407,405
7848,62389,243
7848,93595,333
7848,98790,451
7848,130947,1080
7848,132541,363
7848,200991,630
7848,254377,587
7848,280926,310
7848,292474,352
7848,346509,389
7848,347856,1629
7848,370362,502
7848,375660,250
7848,414829,747
7848,431458,415
7848,443361,291
7848,462202,303
7848,478174,339
7848,564119,523
7848,568701,1559
7848,602985,341
7848,631229,270
7848,653687,243
7848,671385,238
7848,671844,288
7848,679456,593
7848,709862,1571
7848,718699,333
7848,726859,242
7848,737315,353
7848,746537,480
7848,749412,311
7848,757532,262
7848,773083,478
7848,820263,240
7848,849140,243
7848,878826,1066
7848,890020,1318
7848,896764,317
7848,920419,276
7848,942176,439
8724,44000,179
8724,85920,135
8724,98281,1082
8724,126901,191
8724,200991,473
8724,202965,384
8724,216242,122
8724,234068,190
8724,235524,301
8724,309275,1325
8724,330624,147
8724,340920,210
8724,341419,689
8724,347856,1626
8724,370362,1530
8724,375660,164
8724,382937,134
8724,390392,284
8724,431458,1484
8724,451198,217
8724,459951,172
8724,462202,158
8724,520007,245
8724,535916,127
8724,543696,242
8724,558266,435
8724,596297,147
8724,600106,1213
8724,600392,135
8724,602985,138
8724,642564,246
8724,646564,407
8724,682421,134
8724,684317,135
8724,689582,270
8724,789306,160
8724,807064,390
8724,860887,167
8724,878440,1998
8724,890020,1125
8724,894544,544
8724,916809,216
8724,961220,374
8724,964909,502
8724,986956,132
8900,989,236
8900,15380,569
8900,30249,162
8900,59508,104
8900,104340,203
8900,108355,138
8900,263493,236
8900,264294,394
8900,318470,148
8900,332637,111
8900,333383,81
8900,336680,329
8900,354684,90
8900,366172,86
8900,379665,80
8900,405776,77
8900,440539,87
8900,459305,78
8900,459569,451
8900,465858,562
8900,467620,93
8900,479639,104
8900,483319,296
8900,483688,1561
8900,506080,1174
8900,520007,274
8900,520676,310
8900,573313,95
8900,576469,111
8900,602081,241
8900,605014,79
8900,607093,82
8900,607465,165
8900,655225,135
8900,672155,262
8900,695002,254
8900,698936,285
8900,748999,202
8900,772546,575
8900,816753,76
8900,836873,113
8900,844160,79
8900,859126,180
8900,861576,120
8900,909641,398
8900,911593,210
8900,997526,724
8900,999546,99
9034,60455,781
9034,72460,1043
9034,79193,3435
9034,94257,1533
9034,109494,1701
9034,194647,504
9034,201014,1984
9034,220400,581
9034,288094,526
9034,330541,453
9034,339154,2303
9034,339983,713
9034,398621,641
9034,401819,874
9034,402080,963
9034,415122,1215
9034,480181,831
9034,534929,1132
9034,535983,592
9034,550917,2069
9034,551471,765
9034,555454,416
9034,579096,476
9034,589146,840
9034,613057,411
9034,616925,2367
9034,673131,3030
9034,676105,430
9034,677308,1025
9034,680597,443
9034,707612,851
9034,709862,759
9034,749707,483
9034,751320,3080
9034,774851,2032
9034,792241,561
9034,810282,721
9034,863186,2781
9034,872944,592
9034,890020,1268
9034,905011,2620
9034,923492,668
9034,942738,820
9034,946317,547
9034,977072,415
9034,999974,888
9072,86651,29
9072,96818,3
9072,163918,3
9072,175485,6
9072,188220,4
9072,216069,6
9072,252571,10
9072,340920,3
9072,341419,11
9072,343971,7
9072,350043,9
9072,375660,6
9072,382937,21
9072,390392,197
9072,399637,6
9072,410664,28
9072,412039,17
9072,464913,2
9072,488641,19
9072,496216,2
9072,508732,2
9072,534352,5
9072,539786,13
9072,539859,7
9072,546236,30
9072,578208,8
9072,580150,55
9072,648269,3
9072,679146,2
9072,719852,11
9072,721732,2
9072,743795,6
9072,760269,7
9072,763239,11
9072,816025,3
9072,816987,5
9072,834297,12
9072,844333,9
9072,851575,3
9072,852619,2
9072,864301,4
9072,891145,44
9072,924778,10
9072,940413,7
9072,966976,3
9421,30795,404
9421,44000,307
9421,49311,411
9421,112419,333
9421,119345,561
9421,122935,880
9421,262250,1163
9421,332384,408
9421,375660,315
9421,380309,349
9421,388395,1238
9421,414393,390
9421,423700,422
9421,429635,715
9421,431458,11403
9421,452145,660
9421,460747,367
9421,477818,296
9421,494224,912
9421,515002,524
9421,517903,575
9421,539390,426
9421,554649,1079
9421,584733,298
9421,598896,459
9421,601564,486
9421,694809,461
9421,703020,595
9421,706679,673
9421,709862,1022
9421,714543,2776
9421,729604,696
9421,740430,633
9421,765879,397
9421,789405,793
9421,792543,378
9421,810321,421
9421,817472,741
9421,847489,557
9421,871307,449
9421,878440,410
9421,879573,611
9421,916809,515
9797,1290,77
9797,1800,283
9797,17794,84
9797,20025,166
9797,20317,81
9797,25514,763
9797,55864,787
9797,82360,50
9797,91838,53
9797,100726,76
9797,200862,64
9797,216069,234
9797,234068,1036
9797,252200,70
9797,274137,386
9797,288094,213
9797,310071,114
9797,311468,51
9797,324087,229
9797,340920,764
9797,350402,1090
9797,373261,193
9797,375660,44
9797,450414,37
9797,539859,56
9797,558266,223
9797,567422,39
9797,606614,45
9797,611735,67
9797,671367,102
9797,682006,48
9797,686171,66
9797,751834,37
9797,754165,111
9797,786257,38
9797,790342,47
9797,853013,61
9797,864301,3629
9797,870232,38
9797,895320,203
9797,895625,90
9797,930412,608
9797,937312,51
9797,968177,110
10146,10905,1285
10146,31115,216
10146,44000,930
10146,62389,202
10146,76731,192
10146,80689,229
10146,149003,211
10146,158427,505
10146,200991,659
10146,202965,857
10146,220410,2832
10146,269254,543
10146,274137,507
10146,347856,1603
10146,407310,313
10146,418232,167
10146,431458,7213
10146,462202,269
10146,473976,254
10146,517903,329
10146,539390,381
10146,543648,269
10146,543696,499
10146,614631,203
10146,642564,391
10146,683171,255
10146,709862,539
10146,712357,331
10146,712393,656
10146,713056,1643
10146,718822,280
10146,720245,229
10146,802774,224
10146,807064,5735
10146,834530,727
10146,875303,1824
10146,878440,1357
10146,890020,1004
10146,927239,195
10146,933628,219
10146,937818,698
10146,974261,687
10146,985494,664
10243,14724,10
10243,53768,8
10243,61548,13
10243,123903,19
10243,127127,10
10243,130043,8
10243,160115,9
10243,212698,8
10243,228452,8
10243,252549,8
10243,255397,16
10243,300388,19
10243,327382,8
10243,337721,32
10243,342693,17
10243,344584,16
10243,347339,28
10243,349425,11
10243,357543,11
10243,361826,10
10243,382435,9
10243,392421,25
10243,402553,17
10243,409169,8
10243,418137,19
10243,419839,8
10243,460030,13
10243,506268,17
10243,518976,10
10243,524502,9
10243,532601,12
10243,605409,19
10243,653830,9
10243,699817,13
10243,712355,17
10243,739126,17
10243,766519,10
10243,778982,9
10243,798941,9
10243,807072,17
10243,826806,14
10243,854890,8
10243,858179,8
10243,859229,29
10243,926426,22
10243,985182,22
10243,990435,20
12180,28480,570
12180,55864,447
12180,78910,483
12180,86763,578
12180,130947,434
12180,188220,1495
12180,201345,497
12180,213686,1274
12180,225850,374
12180,245650,5228
12180,279772,424
12180,293373,599
12180,340920,724
12180,350043,2531
12180,361066,760
12180,374572,629
12180,377676,1149
12180,390392,3656
12180,407310,1603
12180,435996,553
12180,511147,577
12180,558266,508
12180,562817,567
12180,578208,992
12180,593477,770
12180,596297,1213
12180,682421,752
12180,684317,460
12180,689582,2554
12180,709862,359
12180,760388,1531
12180,770474,1513
12180,840642,452
12180,847489,535
12180,856636,778
12180,868345,365
12180,878440,373
12180,906958,1307
12180,937818,392
12180,940413,540
12180,947182,375
12180,983767,529
12180,986956,358
12494,13038,49
12494,15851,1
12494,16326,7
12494,31103,1
12494,197026,1
12494,199287,19
12494,238079,1
12494,259116,2
12494,298381,6
12494,326552,44
12494,382937,45
12494,390058,28
12494,418232,190
12494,426960,2
12494,427296,1
12494,430322,2
12494,433666,1
12494,437197,17
12494,483688,19
12494,504300,12
12494,555771,39
12494,578208,1
12494,662282,1
12494,674112,1
12494,714716,15
12494,730556,1
12494,732876,1
12494,799838,10
12494,803807,1
12494,860039,8
12494,895320,13
12494,911870,30
12494,912225,2
12494,916809,30
12494,919050,77
12494,942127,21
12494,943320,54
12494,946579,9
12494,949241,1
12494,956602,12
12494,986956,3
12494,991149,11
12778,1800,183
12778,30545,208
12778,52566,91
12778,59223,110
12778,70389,269
12778,94700,470
12778,101787,104
12778,192186,95
12778,200009,136
12778,249929,113
12778,303419,91
12778,320709,91
12778,326173,216
12778,340920,525
12778,343207,89
12778,343971,245
12778,352404,96
12778,377676,76
12778,382937,283
12778,385719,287
12778,390392,89
12778,416891,180
12778,459951,77
12778,483790,78
12778,505712,144
12778,539859,216
12778,558266,562
12778,577241,1930
12778,635419,139
12778,636887,84
12778,646564,112
12778,664354,146
12778,681383,143
12778,684317,106
12778,777075,93
12778,789306,153
12778,807942,90
12778,833525,75
12778,860887,159
12778,864301,290
12778,904494,162
12778,916809,245
12778,961220,191
12778,971128,84
13084,2519,541
13084,10905,1016
13084,33289,969
13084,44000,492
13084,64032,1550
13084,66570,989
13084,69326,743
13084,104403,1251
13084,130947,484
13084,143107,666
13084,149134,1101
13084,158427,583
13084,170274,500
13084,187813,408
13084,196501,1084
13084,202965,2482
13084,210127,1262
13084,297244,5602
13084,308300,2392
13084,309152,535
13084,321863,1169
13084,368890,1340
13084,566254,2159
13084,614631,1392
13084,640865,1011
13084,679456,5581
13084,713056,1943
13084,721969,3661
13084,794513,1584
13084,809156,661
13084,852367,704
13084,878826,1909
13084,887766,2287
13084,894707,1533
13084,895577,1180
13084,905992,1596
13084,927239,4100
13084,938676,418
13084,941908,1018
13084,943752,471
13084,963768,468
13084,985316,411
13084,999811,995
13163,41588,187
13163,44000,168
13163,57255,126
13163,60838,151
13163,117240,937
13163,147961,127
13163,188220,440
13163,188323,258
13163,220410,1120
13163,235524,231
13163,267362,238
13163,274137,233
13163,290320,188
13163,330624,128
13163,347856,6494
13163,361066,148
13163,375660,2687
13163,385870,701
13163,404389,3512
13163,423467,153
13163,431458,279
13163,459951,225
13163,461488,132
13163,497878,134
13163,514785,365
13163,551293,236
13163,558266,699
13163,570397,389
13163,585516,194
13163,610392,192
13163,613212,156
13163,632358,701
13163,658338,632
13163,690222,695
13163,704038,134
13163,707812,1158
13163,709862,1383
13163,745471,146
13163,751834,230
13163,784341,129
13163,790342,143
13163,802774,178
13163,811770,290
13163,849140,156
13163,878440,1356
13163,913809,215
13163,943320,1860
13713,64032,64
13713,130947,1
13713,142092,804
13713,172956,3
13713,202625,18
13713,339181,19
13713,431458,755
13713,506829,3
13713,511147,654
13713,516912,12
13713,541732,48
13713,558266,103
13713,578319,7
13713,600392,230
13713,607633,27
13713,684317,130
13713,692183,56
13713,707812,12
13713,751622,17
13713,757497,4
13713,772926,23
13713,916223,45
13713,916809,206
13713,926395,80
13713,937312,33
14468,2131,817
14468,10905,471
14468,38407,444
14468,48311,461
14468,117240,284
14468,130885,289
14468,131079,311
14468,142349,494
14468,221026,293
14468,298215,646
14468,298428,514
14468,347856,570
14468,386805,212
14468,397288,420
14468,470883,811
14468,491191,1725
14468,500123,248
14468,578208,267
14468,593477,304
14468,621937,1576
14468,671445,354
14468,680660,395
14468,682421,674
14468,689582,283
14468,697901,274
14468,709862,592
14468,787675,294
14468,815901,340
14468,816741,684
14468,820424,278
14468,836187,958
14468,871307,415
14468,892571,498
14468,898623,800
14468,900902,246
14468,916855,238
14468,930412,296
14468,935396,518
14468,961060,447
14468,986956,1321
14468,990353,1296
14468,996494,211
14468,999690,990
14688,22240,648
14688,70946,500
14688,77948,390
14688,91729,410
14688,126901,231
14688,130947,1111
14688,161473,881
14688,172190,260
14688,248325,2082
14688,292507,450
14688,333718,420
14688,339181,340
14688,358472,1069
14688,377610,1985
14688,393327,657
14688,395233,400
14688,396206,1300
14688,423467,310
14688,446314,490
14688,463572,610
14688,484292,569
14688,515834,269
14688,520906,240
14688,522716,359
14688,542682,532
14688,564340,350
14688,621937,510
14688,635511,2229
14688,638467,3500
14688,665055,634
14688,679741,521
14688,706679,590
14688,745541,480
14688,746206,460
14688,769051,600
14688,859067,380
14688,862004,441
14688,864453,280
14688,911169,469
14688,935141,300
14688,937312,321
14688,986956,220
15310,41003,339
15310,97661,330
15310,111711,145
15310,127881,309
15310,135136,1293
15310,136826,141
15310,167349,395
15310,182626,120
15310,191819,153
15310,196501,143
15310,220659,218
15310,236794,161
15310,241345,162
15310,308300,144
15310,309152,143
15310,351388,128
15310,372955,177
15310,396504,603
15310,397188,486
15310,417022,170
15310,423467,133
15310,435996,170
15310,481622,218
15310,482112,237
15310,482280,363
15310,501889,192
15310,511767,278
15310,519726,121
15310,525508,198
15310,530707,238
15310,589773,270
15310,603680,127
15310,603974,146
15310,675560,120
15310,698661,121
15310,703099,120
15310,714795,121
15310,725784,117
15310,831759,133
15310,839864,120
15310,848026,196
15310,859263,273
15310,884938,145
15310,892767,158
15310,941908,298
15310,945594,123
15310,959895,134
15762,3078,1239
15762,9398,1343
15762,67241,1404
15762,83358,540
15762,96234,917
15762,134168,449
15762,194837,2689
15762,204506,4175
15762,205790,1716
15762,206210,1284
15762,216340,795
15762,221093,6156
15762,254377,39826
15762,287769,552
15762,289022,2242
15762,320709,28859
15762,332384,631
15762,336713,1168
15762,340920,1283
15762,341103,392
15762,346898,1814
15762,348445,654
15762,374888,615
15762,375660,31834
15762,382086,15147
15762,390392,75414
15762,418232,395
15762,431458,27211
15762,484110,1816
15762,488193,30566
15762,517903,423
15762,535916,393
15762,558266,25575
15762,596297,11945
15762,611349,2134
15762,632897,948
15762,646105,394
15762,647885,13831
15762,729604,24663
15762,751834,853
15762,789405,652
15762,795266,1704
15762,806491,400
15762,829096,4649
15762,899989,2099
15762,916809,18012
15762,968795,393
16154,1455,89
16154,3078,75
16154,7537,111
16154,96234,146
16154,173540,82
16154,204506,146
16154,285646,104
16154,322074,113
16154,323997,80
16154,350043,420
16154,351956,77
16154,353802,503
16154,370168,136
16154,375660,184
16154,390392,1317
16154,418232,156
16154,431458,471
16154,501843,192
16154,505712,137
16154,538737,107
16154,558266,800
16154,577241,137
16154,578208,108
16154,596297,486
16154,599552,76
16154,635419,195
16154,650106,102
16154,671231,289
16154,672509,90
16154,684317,94
16154,711970,92
16154,751834,213
16154,755236,202
16154,764016,198
16154,801607,176
16154,860887,129
16154,874400,127
16154,890020,116
16154,902142,86
16154,929926,396
16154,937312,105
16154,964909,148
16154,986956,97
16583,38810,19
16583,44168,61
16583,65322,46
16583,113237,98
16583,124785,25
16583,141520,54
16583,150069,24
16583,158325,86
16583,194647,18
16583,203145,28
16583,208152,22
16583,230502,24
16583,236804,105
16583,237593,21
16583,271802,89
16583,343892,22
16583,387137,36
16583,416657,26
16583,494685,42
16583,509685,39
16583,580268,42
16583,598896,19
16583,615562,104
16583,628249,103
16583,643229,54
16583,647704,25
16583,653361,53
16583,657920,87
16583,660029,48
16583,663692,45
16583,703020,49
16583,763554,24
16583,788207,24
16583,792543,27
16583,798257,23
16583,811503,55
16583,842228,44
16583,871307,42
16583,941159,77
16583,949326,21
16583,962557,27
16583,985676,31
16583,986469,204
16583,993193,56
16948,30545,177
16948,78099,173
16948,94700,355
16948,95642,80
16948,157316,222
16948,202503,1759
16948,254293,96
16948,282641,153
16948,286949,205
16948,289022,244
16948,303419,96
16948,340920,404
16948,350043,1623
16948,370168,191
16948,371664,3004
16948,377676,431
16948,382937,208
16948,390058,271
16948,390392,311
16948,408570,235
16948,450009,1146
16948,494696,207
16948,539859,141
16948,577241,3009
16948,578208,312
16948,658338,81
16948,684317,278
16948,722338,747
16948,751834,130
16948,753800,133
16948,772602,194
16948,789306,231
16948,790342,76
16948,791862,1694
16948,804753,186
16948,816025,239
16948,838732,81
16948,844333,593
16948,857357,82
16948,885788,78
16948,891145,95
16948,904494,89
16948,924332,77
16948,937312,120
16948,946579,160
16948,961220,425
16948,999181,150
17180,10943,241
17180,12960,408
17180,64032,302
17180,130947,970
17180,132541,152
17180,132892,157
17180,151161,161
17180,157091,215
17180,197395,313
17180,211763,179
17180,248581,206
17180,261394,188
17180,272181,160
17180,288274,313
17180,322575,251
17180,322653,175
17180,339181,183
17180,347942,211
17180,350663,163
17180,377610,230
17180,391455,193
17180,436105,207
17180,444065,209
17180,456691,277
17180,487908,191
17180,520007,157
17180,533609,259
17180,550297,237
17180,599552,208
17180,604786,219
17180,627490,154
17180,629228,245
17180,635511,366
17180,684317,251
17180,706679,421
17180,721963,258
17180,745541,615
17180,769051,368
17180,786889,322
17180,791862,181
17180,795410,189
17180,800314,169
17180,848800,211
17180,878826,285
17180,912083,351
17180,936394,281
17887,289,331
17887,29122,178
17887,52064,165
17887,69150,373
17887,79193,815
17887,122262,169
17887,161510,181
17887,215059,183
17887,279809,278
17887,353581,1236
17887,363359,570
17887,390419,914
17887,401819,337
17887,403430,266
17887,456685,231
17887,459951,224
17887,465599,1909
17887,474318,6955
17887,475764,2209
17887,476814,1856
17887,483688,1022
17887,512883,374
17887,550917,623
17887,568406,3367
17887,584280,186
17887,593529,1705
17887,595518,175
17887,617582,207
17887,664315,202
17887,697103,342
17887,700700,741
17887,745541,2074
17887,772546,174
17887,791862,176
17887,799073,1658
17887,811548,304
17887,867625,1519
17887,867905,196
17887,878598,259
17887,890020,2214
17887,977444,221
17887,983013,329
17887,992888,1418
18043,93595,113
18043,167592,158
18043,194998,296
18043,213686,252
18043,220659,309
18043,224759,169
18043,278353,128
18043,339181,212
18043,347856,388
18043,350619,332
18043,357504,133
18043,361066,288
18043,364207,324
18043,390392,216
18043,435996,111
18043,449985,176
18043,464465,147
18043,488908,107
18043,522716,211
18043,598401,585
18043,630144,162
18043,672842,183
18043,686462,127
18043,707812,159
18043,709862,327
18043,715897,111
18043,718950,323
18043,723609,167
18043,729598,355
18043,750631,134
18043,784172,242
18043,816814,119
18043,849140,331
18043,871209,223
18043,873407,305
18043,878440,117
18043,884938,638
18043,892571,135
18043,894707,432
18043,913809,210
18043,920419,386
18043,933628,301
18043,990582,128
20501,4581,972
20501,33079,2163
20501,97464,1338
20501,146351,3887
20501,179890,996
20501,188220,1508
20501,197820,1610
20501,201345,1972
20501,204673,3584
20501,289022,915
20501,291242,963
20501,330624,1985
20501,337469,2532
20501,347639,910
20501,359869,857
20501,375660,9499
20501,395742,1892
20501,405744,3507
20501,418232,11844
20501,431458,1040
20501,508949,2349
20501,547142,5723
20501,556311,1073
20501,558266,803
20501,641269,1333
20501,653526,4165
20501,670670,1125
20501,687988,2311
20501,704038,2321
20501,706119,1005
20501,719554,1407
20501,726688,1567
20501,742779,931
20501,764556,1050
20501,777375,1994
20501,782419,977
20501,814031,1201
20501,827173,998
20501,876055,2124
20501,884551,976
20501,885936,883
20501,905117,1329
20501,916809,3486
20501,927987,1443
20501,943320,1517
21197,4578,25
21197,6872,17
21197,10898,11
21197,26384,15
21197,35296,13
21197,59482,14
21197,72775,19
21197,93575,31
21197,101719,11
21197,138821,11
21197,149736,14
21197,175235,17
21197,262375,14
21197,303562,11
21197,323458,24
21197,407326,12
21197,421546,13
21197,489127,14
21197,528099,12
21197,584231,23
21197,586485,13
21197,605543,15
21197,613149,14
21197,619680,15
21197,627549,14
21197,657883,13
21197,662095,14
21197,668406,11
21197,723838,23
21197,724306,11
21197,754165,15
21197,804463,19
21197,835492,17
21197,863469,11
21197,874899,10
21197,877153,15
21197,895625,14
21197,937312,11
21197,938402,20
21197,963338,13
21197,968177,14
21197,977596,12
21197,979785,13
21197,990353,19
21197,992295,10
21485,5108,59
21485,102448,29
21485,112419,33
21485,118143,27
21485,123887,126
21485,124302,62
21485,136625,68
21485,187598,36
21485,234913,32
21485,238227,38
21485,243534,80
21485,247523,34
21485,271941,98
21485,289360,28
21485,326075,32
21485,344031,181
21485,353600,67
21485,368099,37
21485,373532,37
21485,374064,32
21485,419911,148
21485,449985,56
21485,462202,36
21485,511147,115
21485,520514,52
21485,532151,55
21485,547257,29
21485,565452,96
21485,595518,136
21485,657701,78
21485,698808,98
21485,702599,32
21485,709862,110
21485,729439,190
21485,731448,34
21485,795385,80
21485,802563,68
21485,821327,29
21485,847746,38
21485,853228,30
21485,883541,119
21485,944806,43
21485,961172,74
21485,961907,28
21488,102448,116
21488,154130,29
21488,332637,5
21488,379665,996
21488,388395,2093
21488,465858,830
21488,698936,47
21488,772546,563
21488,901795,1
21488,999546,19
21793,4769,43
21793,42379,7
21793,45157,171
21793,57328,5
21793,62753,508
21793,128283,77
21793,132567,7
21793,139572,3625
21793,154828,8
21793,176215,35
21793,202250,28
21793,205747,765
21793,210966,32
21793,212434,7
21793,218866,9
21793,238653,44
21793,243729,78
21793,273942,11
21793,279421,898
21793,340459,46
21793,373266,6
21793,379665,17
21793,385655,27
21793,396612,10
21793,398899,11
21793,478120,12
21793,480584,277
21793,487908,44
21793,517890,133
21793,526579,286
21793,527040,393
21793,616091,10
21793,626507,1570
21793,631811,6
21793,641727,185
21793,653639,157
21793,681376,15
21793,700922,37
21793,725350,579
21793,747428,8
21793,792577,45
21793,822107,859
21793,826096,124
21793,854737,34
21793,867625,11
21793,894679,94
21793,912312,15
21793,920693,130
21793,984181,192
22741,26354,5
22741,55864,5
22741,59508,9
22741,96234,7
22741,172012,306
22741,201345,5
22741,204506,11
22741,211981,5
22741,256898,9
22741,287417,5
22741,307631,14
22741,317921,28
22741,334554,8
22741,350043,8
22741,355707,7
22741,370168,9
22741,382937,6
22741,390058,9
22741,390392,17
22741,429651,9
22741,505712,20
22741,589041,8
22741,600106,5
22741,631196,6
22741,650106,12
22741,684317,5
22741,705310,7
22741,717078,14
22741,719899,35
22741,755236,72
22741,761992,7
22741,836167,19
22741,856636,9
22741,868345,13
22741,870631,5
22741,882684,5
22741,895790,10
22741,906511,14
