userID,friendID
117383,856725
117383,865448
117383,876906
117383,889517
117383,897361
117383,897835
117383,913587
117383,961018
117383,965293
117383,984973
117383,991436
160817,32806
160817,55408
160817,154286
160817,212644
160817,241923
160817,258017
160817,288123
160817,368320
160817,412455
160817,441435
160817,463435
160817,469180
160817,473629
160817,481517
160817,555524
160817,585626
160817,725592
160817,743359
175764,12180
175764,23096
175764,38878
175764,43130
175764,52933
175764,70420
175764,87432
175764,127409
175764,141626
175764,161042
175764,162306
175764,168346
175764,185660
175764,185706
175764,197117
175764,199187
175764,235170
175764,240671
175764,243588
175764,249667
175764,265474
175764,275363
175764,287882
175764,288123
175764,291936
175764,315741
175764,317525
175764,323213
175764,323807
175764,328891
175764,338181
175764,341782
175764,352321
175764,366716
175764,377319
175764,399241
175764,412878
175764,415534
175764,418840
175764,421005
175764,423420
175764,441435
175764,457566
175764,463435
175764,472016
175764,473614
175764,473629
175764,491298
175764,502190
175764,508730
175764,514611
175764,545414
175764,551116
175764,555524
175764,560009
175764,617317
175764,620114
175764,638857
175764,645071
175764,648400
175764,672753
175764,688082
175764,694461
175764,705172
175764,725592
175764,726542
175764,728654
175764,733443
175764,743002
175764,748485
175764,774992
175764,776400
175764,777914
175764,782536
175764,789805
175764,798855
175764,812593
175764,815960
175764,831962
175764,852394
175764,858258
175764,865448
175764,876906
175764,901815
175764,926602
175764,927895
175764,937351
175764,950278
175764,950407
175764,954515
175764,975852
175764,984973
175764,999659
338687,12180
338687,32806
338687,46049
338687,69175
338687,73989
338687,91959
338687,110303
338687,123196
338687,123437
338687,130948
338687,146170
338687,152481
338687,160531
338687,183735
338687,189144
338687,193676
338687,194721
338687,202511
338687,229032
338687,240913
338687,253537
338687,253869
338687,315645
338687,315741
338687,351902
338687,360291
338687,365616
338687,384852
338687,394843
338687,408206
338687,412878
338687,423420
338687,427619
338687,439346
338687,466173
338687,489729
338687,495790
338687,502190
338687,508730
338687,518855
338687,520893
338687,555524
338687,575204
338687,575684
338687,584565
338687,584792
338687,588774
338687,602238
338687,620114
338687,638857
338687,654577
338687,662690
338687,672075
338687,672617
338687,680069
338687,688082
338687,694461
338687,705172
338687,705632
338687,723044
338687,734572
338687,738233
338687,747042
338687,757766
338687,760280
338687,778579
338687,833800
338687,835455
338687,839495
338687,852394
338687,857941
338687,876906
338687,881873
338687,890236
338687,897590
338687,899692
338687,913587
338687,953413
338687,956839
338687,977079
338687,999659
351902,1539
351902,9072
351902,16154
351902,46049
351902,152991
351902,161042
351902,163647
351902,168346
351902,182620
351902,193676
351902,249667
351902,265474
351902,423765
351902,441435
351902,472016
351902,514611
351902,588774
351902,606750
351902,613750
351902,694461
351902,748485
351902,757766
351902,790825
351902,876906
351902,881873
351902,961018
351902,983003
376613,106743
376613,145845
376613,265474
376613,466173
376613,472016
376613,555524
376613,827354
376613,984973
418840,1539
418840,106743
418840,152991
418840,161042
418840,182620
418840,198812
418840,265474
418840,323213
418840,328891
418840,352321
418840,441435
418840,466173
418840,472016
418840,473614
418840,502190
418840,552679
418840,607020
418840,614445
418840,672617
418840,705172
418840,723044
418840,757766
418840,881873
418840,954515
418840,983003
466173,1539
466173,9797
466173,110303
466173,131162
466173,146170
466173,185706
466173,199187
466173,212256
466173,214760
466173,249667
466173,315645
466173,345317
466173,351038
466173,405415
466173,441435
466173,457566
466173,473614
466173,473629
466173,563940
466173,575204
466173,600619
466173,602238
466173,607020
466173,614445
466173,654577
466173,672617
466173,702370
466173,713609
466173,748485
466173,762558
466173,827354
466173,835455
466173,835622
466173,852394
466173,858258
466173,887152
466173,909244
466173,912876
466173,913587
466173,954515
466173,961018
466173,968045
466173,978744
466173,983433
563940,51309
563940,60438
563940,73989
563940,110303
563940,145845
563940,147559
563940,163647
563940,166107
563940,198812
563940,235170
563940,264058
563940,265474
563940,281431
563940,291936
563940,294140
563940,323213
563940,323807
563940,351038
563940,352321
563940,372854
563940,387451
563940,436418
563940,439173
563940,441435
563940,495790
563940,509031
563940,517652
563940,536587
563940,539688
563940,541424
563940,601148
563940,617317
563940,628474
563940,638857
563940,648400
563940,679489
563940,680069
563940,685281
563940,688082
563940,760280
563940,777914
563940,808503
563940,809698
563940,827484
563940,833025
563940,833800
563940,838961
563940,856725
563940,858258
563940,936489
563940,937351
563940,954515
563940,956839
563940,965293
563940,965592
563940,965700
563940,975852
563940,978744
563940,984973
572310,87432
572310,145845
572310,193676
572310,330596
572310,473629
572310,491298
572310,555524
572310,607020
572310,672617
572310,679489
572310,748485
572310,778023
572310,812593
572310,819316
607020,40242
607020,145845
607020,197117
607020,228705
607020,249667
607020,281431
607020,291936
607020,330596
607020,384852
607020,441435
607020,473629
607020,555524
607020,584565
607020,588774
607020,606750
607020,617317
607020,648400
607020,672617
607020,748485
607020,798855
607020,812593
607020,887152
607020,940112
607020,947148
607020,954515
607020,987402
607020,991436
613750,24901
613750,70766
613750,90376
613750,103910
613750,127409
613750,146170
613750,163647
613750,182620
613750,214760
613750,294105
613750,352321
613750,385510
613750,502190
613750,548544
613750,555524
613750,601148
613750,645071
613750,652162
613750,672617
613750,703680
613750,705172
613750,715340
613750,757766
613750,778023
613750,852394
613750,870337
613750,875987
613750,881873
613750,950407
613750,954515
617317,1539
617317,9797
617317,46049
617317,131162
617317,161042
617317,182620
617317,185706
617317,198812
617317,240671
617317,287882
617317,328891
617317,352321
617317,366716
617317,385510
617317,457566
617317,472016
617317,473629
617317,500243
617317,575684
617317,588774
617317,679489
617317,680728
617317,715340
617317,718811
617317,723044
617317,731718
617317,748485
617317,757766
617317,759507
617317,777914
617317,789430
617317,798855
617317,852394
617317,913587
617317,937351
617317,954515
617317,965293
617317,968045
617317,983433
620114,73989
620114,146170
620114,160531
620114,240913
620114,315741
620114,330596
620114,360291
620114,377319
620114,396793
620114,423420
620114,472016
620114,485906
620114,513326
620114,705172
620114,723328
620114,748485
620114,760280
620114,796049
620114,854305
620114,887152
620114,927895
620114,936742
620114,937351
620114,987402
628474,23096
628474,23413
628474,40543
628474,73989
628474,93499
628474,183697
628474,183735
628474,185706
628474,193676
628474,199796
628474,212905
628474,214829
628474,240913
628474,381409
628474,394843
628474,423178
628474,432054
628474,439346
628474,470988
628474,495692
628474,537780
628474,551095
628474,624871
628474,646566
628474,685281
628474,689551
628474,702370
628474,776400
628474,785882
628474,808515
628474,835622
628474,836515
628474,852394
628474,858258
628474,875987
628474,887152
628474,898004
628474,917325
628474,948301
628474,948668
628474,953413
628474,965293
628474,983003
628474,983166
628474,991074
628474,999659
748485,1539
748485,5545
748485,13713
748485,40242
748485,56528
748485,87432
748485,105772
748485,141626
748485,183735
748485,234699
748485,235126
748485,240671
748485,240913
748485,243949
748485,249667
748485,275363
748485,294105
748485,307836
748485,321379
748485,366716
748485,412878
748485,423765
748485,429368
748485,441435
748485,455432
748485,473629
748485,478885
748485,500846
748485,502190
748485,555524
748485,555976
748485,558817
748485,594395
748485,600619
748485,606978
748485,648400
748485,679107
748485,694461
748485,696596
748485,749112
748485,773773
748485,798855
748485,815960
748485,825437
748485,927895
748485,936742
748485,940112
748485,971793
835622,46049
835622,70766
835622,72474
835622,146170
835622,229536
835622,233229
835622,235452
835622,281431
835622,314971
835622,377319
835622,434435
835622,555524
835622,601148
835622,654577
835622,677025
835622,777914
835622,796049
835622,798855
835622,808160
835622,808503
835622,852394
835622,856725
835622,857941
835622,870337
835622,908195
835622,953096
835622,953413
835622,971290
835622,987402
937351,52933
937351,73989
937351,80991
937351,82245
937351,123437
937351,132031
937351,152094
937351,160531
937351,182620
937351,193676
937351,233229
937351,290643
937351,291936
937351,369563
937351,377319
937351,381409
937351,411093
937351,469487
937351,473614
937351,548651
937351,555524
937351,575684
937351,643349
937351,648400
937351,694461
937351,713609
937351,723328
937351,724674
937351,772157
937351,780239
937351,796444
937351,804583
937351,838961
937351,865448
937351,948301
937351,954515
937351,965700
937351,968045
937351,975852
937351,983003
940112,38878
940112,46049
940112,60438
940112,90376
940112,110303
940112,131162
940112,145845
940112,149845
940112,176164
940112,182620
940112,184614
940112,193676
940112,198812
940112,229536
940112,239215
940112,249667
940112,253537
940112,265474
940112,281431
940112,294140
940112,297324
940112,303118
940112,315645
940112,352321
940112,366716
940112,372854
940112,398253
940112,417654
940112,422091
940112,425517
940112,441435
940112,473629
940112,491298
940112,502190
940112,508730
940112,521751
940112,540289
940112,560009
940112,584792
940112,588774
940112,600619
940112,602238
940112,606750
940112,629573
940112,645071
940112,662690
940112,672617
940112,680069
940112,688082
940112,694461
940112,705172
940112,711678
940112,757766
940112,759507
940112,777914
940112,798855
940112,806119
940112,817147
940112,827484
940112,865448
940112,875987
940112,890236
940112,912099
940112,913587
940112,927895
940112,936742
940112,937704
940112,946410
940112,961018
940112,968045
940112,983003
940112,987402
211,140840
211,543504
211,581813
211,619849
211,785882
140840,58052
140840,127409
140840,164135
140840,314971
140840,316303
140840,320262
140840,436879
140840,439173
140840,454933
140840,472734
140840,575027
140840,583085
140840,601148
140840,624871
140840,652162
140840,690769
140840,705632
140840,764148
140840,780239
140840,852394
140840,874459
140840,983433
140840,999659
543504,95985
543504,115791
543504,153473
543504,237818
543504,252585
543504,497095
543504,548651
543504,653727
543504,786116
543504,823908
543504,994680
581813,367802
581813,423178
581813,509031
581813,705897
581813,777914
581813,917325
619849,190171
619849,229536
619849,320262
619849,497095
619849,575027
619849,624871
619849,905328
619849,999659
785882,105772
785882,252585
785882,374927
785882,380320
785882,411093
785882,702113
785882,838520
785882,898004
1539,40242
1539,80991
1539,82245
1539,161042
1539,265474
1539,328891
1539,367563
1539,441435
1539,502190
1539,555524
1539,614445
1539,662690
1539,672617
1539,685438
1539,798855
1539,852394
1539,954515
1539,983433
1539,987402
40242,5545
40242,38878
40242,43130
40242,56528
40242,109200
40242,141626
40242,164135
40242,166292
40242,202214
40242,212644
40242,240671
40242,243949
40242,253095
40242,316303
40242,317525
40242,366716
40242,399241
40242,402706
40242,455432
40242,461374
40242,478885
40242,535656
40242,536265
40242,555976
40242,560009
40242,594395
40242,606978
40242,616727
40242,623472
40242,668296
40242,672617
40242,679107
40242,685892
40242,705632
40242,733993
40242,749112
40242,757708
40242,784616
40242,808462
40242,815960
40242,827354
40242,846172
40242,874459
40242,881980
40242,890217
40242,891512
40242,930591
40242,939571
40242,973459
80991,35632
80991,68690
80991,229032
80991,265474
80991,288123
80991,315645
80991,315741
80991,387451
80991,391950
80991,412878
80991,473614
80991,539688
80991,575027
80991,601148
80991,633800
80991,731718
80991,764148
80991,777914
80991,815960
80991,849071
80991,890236
80991,905328
80991,909173
80991,936489
80991,953413
80991,954515
80991,965592
82245,35301
82245,38878
82245,123437
82245,351038
82245,385510
82245,457566
82245,470988
82245,495692
82245,517652
82245,551095
82245,560009
82245,566734
82245,629329
82245,645071
82245,672617
82245,724674
82245,776400
82245,798855
82245,812593
82245,816529
82245,821723
82245,822352
82245,827354
82245,890113
82245,905328
82245,909173
82245,937704
82245,959850
82245,961715
82245,983003
82245,996946
161042,23096
161042,38878
161042,152991
161042,168346
161042,240671
161042,249667
161042,265474
161042,367563
161042,387451
161042,441435
161042,457566
161042,472016
161042,473614
161042,473629
161042,545414
161042,551095
161042,672617
161042,718811
161042,723044
161042,876906
161042,927895
161042,968242
161042,975852
161042,984973
265474,32806
265474,38878
265474,90376
265474,145845
265474,146170
265474,152481
265474,157906
265474,182620
265474,198812
265474,199796
265474,249667
265474,253537
265474,288123
265474,290643
265474,297324
265474,330596
265474,330908
265474,352321
265474,360291
265474,367563
265474,372854
265474,385510
265474,412878
265474,441435
265474,457566
265474,473614
265474,502190
265474,502855
265474,551095
265474,575027
265474,592059
265474,600619
265474,606750
265474,645071
265474,694461
265474,703680
265474,705172
265474,724674
265474,760280
265474,778023
265474,815960
265474,874459
265474,881980
265474,909173
265474,913587
265474,948668
265474,961018
265474,968242
265474,983433
265474,984973
328891,46049
328891,118488
328891,120748
328891,143893
328891,152991
328891,178036
328891,214829
328891,237818
328891,411093
328891,417037
328891,470988
328891,531278
328891,566734
328891,679489
328891,712669
328891,723044
328891,802814
328891,823908
328891,834313
328891,855085
328891,870337
328891,996586
367563,229536
367563,263666
367563,441435
367563,468812
367563,473614
367563,611929
367563,787417
441435,12180
441435,16154
441435,23096
441435,38878
441435,57955
441435,60438
441435,70420
441435,133263
441435,168346
441435,177377
441435,182620
441435,185706
441435,193676
441435,194721
441435,199187
441435,214760
441435,239215
441435,253537
441435,278374
441435,280445
441435,281431
441435,297324
441435,315645
441435,352321
441435,393955
441435,428286
441435,439346
441435,473614
441435,495790
441435,499564
441435,502190
441435,509031
441435,513869
441435,521751
441435,538866
441435,575684
441435,584565
441435,585626
441435,588774
441435,601148
441435,602238
441435,606750
441435,624871
441435,643349
441435,648400
441435,654577
441435,656056
441435,662690
441435,670600
441435,672617
441435,685438
441435,694461
441435,705172
441435,705632
441435,713609
441435,715340
441435,723044
441435,725592
441435,726542
441435,733443
441435,776400
441435,777914
441435,778023
441435,796049
441435,798855
441435,812593
441435,815960
441435,817147
441435,827484
441435,833290
441435,876906
441435,881873
441435,927895
441435,936742
441435,937704
441435,947148
441435,950407
441435,954515
441435,968045
441435,983003
441435,984973
441435,999659
502190,24901
502190,109353
502190,110303
502190,133263
502190,146170
502190,182620
502190,195074
502190,198812
502190,199796
502190,214760
502190,229536
502190,233136
502190,239215
502190,240913
502190,249667
502190,280445
502190,315645
502190,366716
502190,377319
502190,385510
502190,394843
502190,417654
502190,423765
502190,470988
502190,472016
502190,473614
502190,473629
502190,495790
502190,508730
502190,551095
502190,555524
502190,584565
502190,624871
502190,645071
502190,652162
502190,672617
502190,688082
502190,694461
502190,703680
502190,757766
502190,776400
502190,778023
502190,787417
502190,790825
502190,812593
502190,815960
502190,823908
502190,827354
502190,875987
502190,876906
502190,881873
502190,896821
502190,905328
502190,948301
502190,961018
502190,965700
502190,975852
502190,983003
502190,983433
502190,987402
555524,9072
555524,9797
555524,16948
555524,38878
555524,70420
555524,73989
555524,87420
555524,87432
555524,123437
555524,146170
555524,147559
555524,183735
555524,193676
555524,197117
555524,198812
555524,199187
555524,204172
555524,287882
555524,294105
555524,314971
555524,315645
555524,320262
555524,352318
555524,381316
555524,384852
555524,387451
555524,421005
555524,470988
555524,471115
555524,472016
555524,473614
555524,473629
555524,489729
555524,513869
555524,551095
555524,600619
555524,606750
555524,624871
555524,638857
555524,645071
555524,648400
555524,654577
555524,672617
555524,681584
555524,682145
555524,705172
555524,713609
555524,724674
555524,776400
555524,780239
555524,784715
555524,789430
555524,812593
555524,827354
555524,852394
555524,865448
555524,927895
555524,936489
555524,936742
555524,948301
555524,954515
555524,961018
555524,965700
555524,968045
555524,983003
555524,994520
555524,999659
614445,106743
614445,133263
614445,146170
614445,198812
614445,249667
614445,377319
614445,387838
614445,473614
614445,551095
614445,645071
614445,705632
614445,815960
614445,954515
662690,32806
662690,110303
662690,198812
662690,249667
662690,302819
662690,323213
662690,381316
662690,394843
662690,602238
662690,648400
662690,672617
662690,812593
662690,833800
662690,858258
662690,881873
662690,912099
662690,983433
672617,12180
672617,24901
672617,38878
672617,44162
672617,46049
672617,60438
672617,110303
672617,145845
672617,152292
672617,182620
672617,184614
672617,185706
672617,193676
672617,194721
672617,195074
672617,197117
672617,198812
672617,229032
672617,239215
672617,240671
672617,249667
672617,253537
672617,280445
672617,291936
672617,303118
672617,315645
672617,344387
672617,364412
672617,365616
672617,366716
672617,385510
672617,405415
672617,415534
672617,428286
672617,439346
672617,457566
672617,473629
672617,489729
672617,491298
672617,495692
672617,500243
672617,504578
672617,507005
672617,508730
672617,520893
672617,551095
672617,565110
672617,578454
672617,584792
672617,592059
672617,602238
672617,606750
672617,624871
672617,680069
672617,694461
672617,705172
672617,723044
672617,724674
672617,760280
672617,777914
672617,837400
672617,875987
672617,876906
672617,881873
672617,881980
672617,913587
672617,948301
672617,954515
672617,961018
672617,968045
672617,978744
672617,983003
672617,983433
672617,984973
685438,16948
685438,38878
685438,103910
685438,132102
685438,136343
685438,145024
685438,166096
685438,233713
685438,235452
685438,245375
685438,314971
685438,330596
685438,366226
685438,387838
685438,393955
685438,408206
685438,432054
685438,439173
685438,439346
685438,473614
685438,482681
685438,489729
685438,500846
685438,507005
685438,526158
685438,529359
685438,566734
685438,596929
685438,601148
685438,635789
685438,638857
685438,645025
685438,645071
685438,670600
685438,685281
685438,705172
685438,718811
685438,733993
685438,748398
685438,777914
685438,784715
685438,827484
685438,833800
685438,843911
685438,852394
685438,870337
685438,887200
685438,897590
685438,898638
685438,905328
685438,912876
685438,948301
685438,978744
798855,12180
798855,46049
798855,90376
798855,106743
798855,109353
798855,115791
798855,131162
798855,146170
798855,154286
798855,157906
798855,176164
798855,177377
798855,181200
798855,182620
798855,185706
798855,193676
798855,194721
798855,198812
798855,199796
798855,239215
798855,249667
798855,253869
798855,281431
798855,291936
798855,308469
798855,314971
798855,330596
798855,352321
798855,387451
798855,398335
798855,471115
798855,473614
798855,473629
798855,495790
798855,522694
798855,551095
798855,584792
798855,606750
798855,611037
798855,624871
798855,638857
798855,645071
798855,654577
798855,682145
798855,694461
798855,702370
798855,705172
798855,715340
798855,733993
798855,762558
798855,777914
798855,812593
798855,819316
798855,858258
798855,875987
798855,876906
798855,881873
798855,887152
798855,896821
798855,905328
798855,936742
798855,937704
798855,954515
798855,962823
798855,965592
798855,983003
798855,991436
798855,994520
852394,9072
852394,23096
852394,24901
852394,38878
852394,40543
852394,73989
852394,87420
852394,110303
852394,123437
852394,136343
852394,146170
852394,149050
852394,181200
852394,193676
852394,229536
852394,233229
852394,233713
852394,274429
852394,281431
852394,294105
852394,314971
852394,315645
852394,315741
852394,320262
852394,330908
852394,352318
852394,387451
852394,393955
852394,421005
852394,439346
852394,457566
852394,470988
852394,473614
852394,482681
852394,500846
852394,502855
852394,548544
852394,596929
852394,601148
852394,619568
852394,624871
852394,645071
852394,648400
852394,652162
852394,670600
852394,672075
852394,676547
852394,677025
852394,705172
852394,705632
852394,718811
852394,721041
852394,723328
852394,776400
852394,784715
852394,804583
852394,816529
852394,827354
852394,827484
852394,833800
852394,838961
852394,858258
852394,874459
852394,897590
852394,905328
852394,927895
852394,940285
852394,950407
852394,954515
852394,983003
852394,983433
852394,991074
852394,994520
852394,999659
954515,9072
954515,12180
954515,24901
954515,72474
954515,90376
954515,106743
954515,146170
954515,154832
954515,163647
954515,193676
954515,197117
954515,198812
954515,212256
954515,228705
954515,239215
954515,252585
954515,264058
954515,281431
954515,288123
954515,291936
954515,299012
954515,320710
954515,344387
954515,377319
954515,381409
954515,384852
954515,428286
954515,436418
954515,457566
954515,469487
954515,482681
954515,536587
954515,544870
954515,551095
954515,572442
954515,596456
954515,601148
954515,608983
954515,645025
954515,645071
954515,654577
954515,670600
954515,679489
954515,705172
954515,705897
954515,724674
954515,762558
954515,764148
954515,806873
954515,817147
954515,833800
954515,834376
954515,856725
954515,858258
954515,871689
954515,896821
954515,926638
954515,927895
954515,937704
954515,961018
954515,965293
954515,965592
954515,965700
954515,983003
954515,999659
983433,15762
983433,16948
983433,40543
983433,60438
983433,70766
983433,73989
983433,106743
983433,127409
983433,136343
983433,147559
983433,154832
983433,157906
983433,178036
983433,197117
983433,199187
983433,199796
983433,229536
983433,235452
983433,257365
983433,258017
983433,264058
983433,275363
983433,288123
983433,302819
983433,314971
983433,315645
983433,321379
983433,330596
983433,347609
983433,366226
983433,367841
983433,381409
983433,387451
983433,394843
983433,425517
983433,439173
983433,457566
983433,459818
983433,473614
983433,473629
983433,482681
983433,495692
983433,500243
983433,504578
983433,507005
983433,513869
983433,575684
983433,583085
983433,588774
983433,602238
983433,633800
983433,652162
983433,654577
983433,681584
983433,703680
983433,705172
983433,721041
983433,728654
983433,731718
983433,776400
983433,778579
983433,784715
983433,796049
983433,817147
983433,876906
983433,881873
983433,887152
983433,890236
983433,897590
983433,897835
983433,898638
983433,899692
983433,927895
983433,928020
983433,936489
983433,948301
983433,975852
983433,983003
987402,73989
987402,140616
987402,146170
987402,190171
987402,221082
987402,229032
987402,453966
987402,469487
987402,470988
987402,522694
987402,526350
987402,536587
987402,560009
987402,583085
987402,672753
987402,804583
987402,863527
987402,898638
987402,953096
987402,953413
2214,103719
2214,574096
2214,983454
103719,152012
103719,572295
103719,983454
574096,152012
574096,983454
983454,87420
983454,152012
983454,221082
983454,320262
983454,572295
983454,653727
3028,945432
945432,212644
945432,287882
945432,335833
945432,383577
945432,425980
945432,478885
945432,530390
945432,714512
945432,874459
945432,939571
945432,975124
3859,155431
3859,398903
3859,530390
3859,533032
3859,548221
3859,682482
3859,808462
155431,93095
155431,138166
155431,165064
155431,166292
155431,308470
155431,318613
155431,468812
155431,486723
155431,593162
155431,857999
155431,874459
155431,921397
155431,975852
398903,231341
398903,234235
398903,309264
398903,682482
398903,864274
398903,888088
530390,74425
530390,103652
530390,135234
530390,216482
530390,316303
530390,369563
530390,383577
530390,411817
530390,533032
530390,637061
530390,685892
530390,714512
530390,784623
530390,808462
530390,975124
533032,25383
533032,74425
533032,85436
533032,142118
533032,143893
533032,157849
533032,169645
533032,216482
533032,235381
533032,253095
533032,270160
533032,295282
533032,295548
533032,316303
533032,351038
533032,369563
533032,375845
533032,383577
533032,432054
533032,454428
533032,454933
533032,464038
533032,473629
533032,485327
533032,497095
533032,501724
533032,504040
533032,548221
533032,548651
533032,590674
533032,606675
533032,637061
533032,640827
533032,656748
533032,665978
533032,675367
533032,676169
533032,714512
533032,723328
533032,733993
533032,743002
533032,786116
533032,808462
533032,874459
533032,890113
533032,899680
533032,925449
533032,930591
533032,954961
548221,8900
548221,10243
548221,25155
548221,25383
548221,36989
548221,42287
548221,68739
548221,73080
548221,74425
548221,85436
548221,85752
548221,88833
548221,103652
548221,119317
548221,141741
548221,152094
548221,152991
548221,157849
548221,165117
548221,192937
548221,199575
548221,208237
548221,212425
548221,221082
548221,234699
548221,235381
548221,279138
548221,281457
548221,302297
548221,316303
548221,317525
548221,331478
548221,339202
548221,350827
548221,351038
548221,357263
548221,361097
548221,367242
548221,380320
548221,385510
548221,394479
548221,396606
548221,411093
548221,421038
548221,432054
548221,445584
548221,453966
548221,454428
548221,463864
548221,476123
548221,478885
548221,485327
548221,495790
548221,497872
548221,508406
548221,517910
548221,525454
548221,535801
548221,543433
548221,544870
548221,548651
548221,550121
548221,550427
548221,560009
548221,565110
548221,570734
548221,590674
548221,606675
548221,617846
548221,631060
548221,637061
548221,640827
548221,643349
548221,645088
548221,652256
548221,656073
548221,665381
548221,665978
548221,672075
548221,677188
548221,685892
548221,693769
548221,696944
548221,709535
548221,713609
548221,733993
548221,754834
548221,758559
548221,786606
548221,792900
548221,802814
548221,804434
548221,806873
548221,820777
548221,837613
548221,839495
548221,842403
548221,847991
548221,853276
548221,874459
548221,878825
548221,878938
548221,880154
548221,881980
548221,886557
548221,898638
548221,904709
548221,916590
548221,921349
548221,930591
548221,931169
548221,960673
548221,965152
548221,976288
548221,983077
548221,984969
548221,999659
682482,6135
682482,26577
682482,42287
682482,72732
682482,83556
682482,98940
682482,142118
682482,144562
682482,146016
682482,149710
682482,160451
682482,166096
682482,168685
682482,170321
682482,200749
682482,201981
682482,213860
682482,215456
682482,231341
682482,233407
682482,234235
682482,261329
682482,281457
682482,302297
682482,305246
682482,309264
682482,310461
682482,325302
682482,347403
682482,379529
682482,383577
682482,386252
682482,391289
682482,402769
682482,425980
682482,428625
682482,440317
682482,443018
682482,466938
682482,485420
682482,505846
682482,508816
682482,533645
682482,546836
682482,549429
682482,549525
682482,549879
682482,569729
682482,612651
682482,616467
682482,625230
682482,629275
682482,632919
682482,687395
682482,703359
682482,714512
682482,730687
682482,749597
682482,755948
682482,771079
682482,779381
682482,781785
682482,787417
682482,820777
682482,820860
682482,826533
682482,834313
682482,849372
682482,854579
682482,864274
682482,888088
682482,890152
682482,905025
682482,928776
682482,939571
682482,941366
682482,948660
682482,964784
682482,983077
808462,46079
808462,74425
808462,168346
808462,186308
808462,309264
808462,463435
808462,486723
808462,505547
808462,523601
808462,536265
808462,632522
808462,637061
808462,676169
808462,685892
808462,714512
808462,754834
808462,757732
808462,764100
808462,784623
808462,926602
808462,965592
808462,973459
808462,975852
808462,990076
5334,394550
5334,710679
394550,43130
394550,141626
394550,202214
394550,208530
394550,212644
394550,238281
394550,455432
394550,478885
394550,486723
394550,737755
394550,763494
394550,971793
710679,31327
710679,33893
710679,40167
710679,43130
710679,47560
710679,141626
710679,166292
710679,199796
710679,202214
710679,208530
710679,212644
710679,233229
